t,Sequenz,u1(t),u2(t),x1(t),x2(t),x3(t),v(t)
45,1,17.089676921175453,18.488787109377924,7.932868156833429,7.857584324315977,3.016014433285445,7.598823499587677
46,1,17.212667678335137,18.269176593914153,7.937019461215388,7.665052566188001,2.7581081115321675,7.504361493907341
47,1,17.35357529482141,18.0493181329618,8.07576819502277,7.747162837307951,2.4401464387765643,6.9426207827566015
48,1,17.51156930769463,17.828693942975974,8.386207837254823,7.799863540379024,2.243551749022644,6.635695504208725
49,1,17.68564317959097,17.606639897514214,8.383499124656081,8.33621541116344,2.3232385745077653,6.611270054108696
50,1,17.874621142541912,17.38235132124177,8.999725498585612,8.426741537236277,2.339951285911512,6.562241239282194
51,1,18.077165277525424,17.154888973569356,8.980403117691512,8.334200913077824,2.048093637966643,6.041159215954671
52,1,18.29178282974752,16.923185221924143,9.141915408381552,8.606506490416692,2.0375395995030905,5.670432379637705
53,1,18.516833759655825,16.686050404653173,9.088741723264592,8.682420926669408,1.9236586461162026,6.050876126831276
54,1,18.75053852968361,16.44217938356033,9.454234522120068,8.622933568543479,1.8050916815478604,5.7545973475454
55,1,18.99098612672522,16.19015828607553,9.715579083594218,8.466506605871851,1.6210767463823332,5.806416219809543
56,1,19.236142320342907,15.928471437057425,9.702471493545877,8.90719773669899,1.7713491426790304,5.592939884820191
57,1,19.483858156704315,15.655508480228377,10.27168696481709,8.8999943903198,1.8350271833990297,5.741137065259148
58,1,19.731878688251584,15.369571689243031,10.248648515121086,8.593943713760888,2.0394873025287383,5.934027138937511
59,1,19.977851939100958,15.068883468389174,10.546328450697382,8.458333128372814,2.1945645976530717,5.974657096942851
60,1,20.21933810617466,14.751594042921738,11.10735978303043,8.269232105824441,2.1859400685974157,6.329561532223126
61,1,20.45381899606261,14.415789339030056,11.303688270476481,8.216073456931227,1.9735447040557994,6.317767190242998
62,1,20.67870769761612,14.059499053437094,11.297368863886073,8.145382560685631,2.2692177210745066,6.314298667245579
63,1,20.89135849027258,13.680704912632734,11.738916792613706,7.8552213944382565,2.3193884019464397,6.731416310294431
64,1,21.089076988111316,13.277349121739007,12.01425562229236,7.638194180674207,2.465504207159043,7.037827548293311
65,1,21.269130519640044,12.847343003008831,12.171192719406887,7.110942109845523,2.996083966500181,7.398261709534182
66,1,21.428758743313438,12.388575823956955,12.537627599162155,6.747771453751338,2.796522609569187,7.431199663613038
67,1,21.56518449878203,11.8989238151253,12.81682448033284,6.098671655444816,3.0380338628319534,7.608938093210006
68,1,21.67562489387322,11.376259377478902,13.096337089705242,6.00026726657023,3.100472025790331,7.568283098114892
69,1,21.757302627301613,10.818460479436908,13.655881629938222,5.642064953082821,3.366378320398025,7.762354720564059
70,1,21.807457547112733,10.22342024353523,13.86997578558728,5.079406759858304,2.92118785509361,7.742555503668619
71,1,21.82335844485621,9.589056722722603,14.177209411666876,4.560801017407,2.873276445448018,7.700094251956619
72,1,21.802315085491244,8.913322866289235,14.433624810194319,4.05845930972601,3.2177620136493803,7.51433861275066
73,1,21.741690473022118,8.194216675428663,14.823724070601084,4.051063741047136,3.1366609863106603,7.341502414074338
74,1,21.63891335186605,7.4297915484322345,15.16987401808712,3.6120250168737895,2.6274822193535616,7.447525100440827
75,1,21.491490943951163,6.618166815516588,15.602597696551289,3.318826701331229,2.6523374366746593,7.077738512395498
76,1,21.29702192154585,5.7575384632844475,15.668253451119218,3.238658790488246,2.483886216876217,6.909098680662997
77,1,21.053209615820492,4.846190048817419,16.059848414962534,2.893133833548812,2.010745251082977,6.690954870032569
78,1,20.757875461137985,3.8825038034024146,16.210821287459105,2.8818567026885837,2.16874062082869,6.328035218838347
79,1,20.408972675077706,2.8649719258909556,16.25047456811268,2.2768312282440926,1.7397054840921582,6.087466818103696
80,1,20.004600174188994,1.792208065690886,16.866680654478344,2.3018149447284273,2.1053912713646032,5.728238233783168
81,1,19.54301672547672,0.6629589953913353,16.54399246724352,2.306159068337458,1.6426674055201773,5.890287684577376
82,1,19.022655333617934,0.6928001164684209,16.713499999093195,2.1600365743991023,1.6255369453264845,5.508079243600698
83,1,18.442137863909153,0.7134621842197868,16.63767036821372,1.9879563102262616,1.653667940557135,5.560736199155453
84,1,17.800289900945103,2.9151932188724814,16.927250130180415,1.9420762116913812,1.3913552352166803,5.215393396873402
85,1,17.096155843028498,1.7817614101426762,16.820089261444437,1.895414202527639,1.457457768780161,5.354844179266724
86,1,16.329014232312034,1.3928744781809947,16.432591631319106,2.179146196237116,1.4028615808083578,5.237968418924599
87,1,15.498393320668214,1.2626988671884773,16.20686865156517,2.2283263452201236,1.6980441454165887,5.2635057718465115
88,1,14.604086871295664,0.40478146675660576,16.111194886129333,2.125693756921768,1.7021939923324803,5.269467216404306
89,1,13.646170196051344,0.43307298083807877,15.488691213977134,2.2962556455145022,1.8056994537343012,5.679999511121004
90,1,12.625016428517426,2.1010493500926186,15.09877045338589,2.6020960621320435,1.6684082809418084,5.5519472096077385
91,1,11.541313032796921,1.1201262164152577,14.585518010627975,2.338623709750393,1.8863275633606755,5.792039176578227
92,1,10.39607854804305,0.34387490715238,14.433287247592443,2.916819612824914,1.8871180515957062,5.998230824088718
93,1,9.19067956871703,0.38640814959197767,13.646325207512703,2.5945503133180536,1.9206217112674622,6.0374943665491125
94,1,7.926847960578584,0.6184318213730791,13.034399426543185,3.2750863798119356,1.9412120946446725,6.549013460688579
95,1,6.606698312407701,2.913541974899486,12.218929979984681,3.1306724331851097,2.116272178279806,6.539580421609332
96,1,5.23274562345722,1.9997515100951153,11.44264164658051,3.475864756240064,2.397131352141069,7.116418006930136
97,1,3.8079232266355802,1.5995179644823794,11.069547663928917,3.7342081062075727,2.6687771969717686,6.840776688820259
98,1,2.3356009474225345,2.4237310286541276,9.960842786769847,3.701365450101121,2.786602854032132,7.020144325042785
99,1,0.8196034985142262,1.0430967214418376,9.328041782873889,3.8174780152691437,2.5924949323056286,7.190479304035631
100,1,1.0251912533017529,2.034693084862246,8.6248920720677,4.109581761089785,2.747977153473178,7.272434497674198
101,1,2.1668581107057507,1.594397767345221,7.785082762169179,4.200691280015983,2.8240774147839387,7.614238562655935
102,1,0.07397360180814538,1.512316636457882,7.317949787502629,3.758837046282221,2.8426278285821924,7.6007014810750135
103,1,0.5033655726823122,2.398521349740032,6.414779852530602,3.9602752279643942,3.1161476591514288,7.644249381979572
104,1,2.053027360989562,2.0410701100705824,5.805400205569833,4.213395584830199,3.103497149806658,7.531187406560981
105,1,0.7551470529092084,1.4892803727468826,5.274948104996507,3.8027685544348238,3.155809966710393,7.281096002694907
106,1,1.5745483439043142,0.42887596663615,5.089909027760707,4.050174267746119,2.9512614743609467,7.1259932822552985
107,1,1.196930136584819,2.3265418092359713,4.33350193648523,3.6765913024331347,2.556979409358528,7.093462960186358
108,1,2.641906198912893,2.6024012719652214,4.189413501123591,3.4925683985973515,2.434145266423876,7.167425501400081
109,1,0.8947277594348305,1.0923762710188243,3.6701495031831968,3.154407076812611,2.62445822695762,7.036260723400202
110,1,2.2217869984148804,0.37957810601633213,3.738148882306772,3.1050681670112845,2.4199084961937576,6.914219211276078
111,1,2.069266792421731,0.30298986531548766,3.435035558698927,3.0775312855329475,2.3515019902823324,6.733719922343437
112,1,1.0859957933180608,0.3102688157410953,3.125344359031776,2.786298406768663,1.9594486906141273,6.134347007335059
113,1,2.9036142471411095,0.44003637017152797,2.982446429347633,2.72178359797882,1.868679399896546,5.8848987183228925
114,1,2.0368139019188414,0.8753114861372672,2.5518529364227387,2.433606120248978,1.9964697208147164,5.517406955227341
115,1,1.8466913181527929,2.8735942664630656,2.4491460352411183,2.5700290095250464,1.6036582093892324,5.669797699322832
116,1,0.0258447030545772,2.5501477898138356,2.4231187365905202,2.372116053135868,1.6499653782048909,5.355387694592409
117,1,1.6974817902476063,1.7777567765688707,2.005373969643693,2.1216940928210786,1.5423478917707165,4.798209661737706
118,1,0.6465028732612933,0.12214886819354731,1.9855161703477815,2.064294802525799,1.3032706521619557,4.419050421222747
119,1,1.048125310336221,0.9158816268037796,1.912964592832534,1.7167544703711173,1.3648388617806775,4.40014233961358
120,1,0.5579687979430946,0.223114909756309,1.9310978362325133,1.7378270410403542,1.2135092942963537,4.209065351619367
121,1,0.023665556908839203,1.6343887169417035,1.6164173030391182,1.7485025139119508,0.9538214610473092,3.540643640932148
122,1,0.8496339491575225,2.893845309107923,1.475358321297739,1.2138457437367318,0.5877189284344642,3.318198881194381
123,1,2.744768849695326,1.817639450243162,1.39990429537483,1.2685552466964445,0.6602752033578457,3.2452850804572555
124,1,0.3602232087159537,3.8099175216355086e-05,1.2253632040488789,1.5158230770351422,0.8053983907976383,2.98553890920203
125,1,1.235207288360968,2.7888980185213823,1.1019058390411356,1.1739542054416765,0.6137821112440206,2.491173057048306
126,1,1.2336201657261676,0.011564661796578224,1.1161988780802676,1.0949607826972194,0.43350926391175837,2.572061599063562
127,1,0.33530111083375636,0.17669726629472537,0.8791345221700915,1.3032306651376857,0.49496148675306245,2.350134475011054
128,1,1.0659732911810695,2.5562138103918124,0.8057911828460838,0.8311012282169528,0.3152297553566923,1.8039614477126285
129,1,2.102726604215648,0.9242508100325711,1.1126325500834147,1.0692913957818855,0.17761035244570672,1.865003088018472
130,1,1.2693778718157316,0.9100361405119425,0.8478658267202374,1.1057441641865475,0.29548151999620076,1.6138971428972457
131,1,2.4906107424432022,1.4110157228695515,0.8113572028056888,0.9052162078999881,0.10883547080576367,1.6469800922450069
132,1,0.09384253434305667,2.4945455827898075,1.1492895241170498,0.9283779504058823,0.31709859124283235,1.5373382446044779
133,1,2.4168667310338083,0.882030438048206,0.8931880183700573,0.9929942866012089,0.08505477624600657,1.4574626621147506
134,1,1.1908014102979938,2.5756688928468305,0.6788466408308889,0.8080673048045286,0.5074809243990829,0.8976413794989045
135,1,0.9958048573958018,1.2811771648247272,0.6785397821253307,0.8691469676292405,0.47293434714653715,1.2184832462136026
136,1,5.571751716939332,0.11595408582753386,0.9279176231047663,0.9203213056822293,0.22758674959274322,0.813736596748332
137,1,11.787850369648254,2.5073727842219413,1.1493323796089085,0.7556057214151088,0.4718691184346008,0.5898923930739495
138,1,18.68672199015407,1.2433919374137998,0.8998172572662951,0.8263569480923567,0.5187025360908639,0.7585689798498372
139,1,25.0,0.25664356433819224,1.4560630124751812,0.9445828449493046,0.022186154505676875,0.507154891340019
0,2,0.0,0.0,4.63378560307833,4.091803230703646,1.6645525281035747,5.049889761546505
1,2,2.0870453524049357,3.3860041054414345,1.6954522049104552,1.9698954024966433,1.9157840695210553,5.889527456570496
2,2,3.9627200352961847,6.23275806849786,2.0672960570958074,1.9796920140331704,2.0160097414915508,6.033453167215689
3,2,5.640568816852005,8.596305954844075,2.0068320163747884,1.9477773061137962,2.123617350548777,6.0800607758153475
4,2,7.133755754317966,10.53003818384897,2.0697610944911364,2.3063282207167233,1.9813813897935928,6.517014555445276
5,2,8.45505862172565,12.084660834159227,2.244255813109893,2.3372324885811855,2.4985635562712076,6.9268319368055264
6,2,9.616863749229077,13.30816857512234,2.681552965396561,2.6665998100813004,2.745640297560991,7.063851290246452
7,2,10.63116127405888,14.245821224048951,2.749176602296339,2.824994270358638,2.5803117739472534,7.21048797840688
8,2,11.50954080309421,14.940123929314506,2.8802076883959047,3.082897837366893,2.746471600545915,7.557840038377379
9,2,12.263187487052383,15.430810979300212,2.9641485802280494,3.168907822671795,2.916689955536317,7.719499616698869
10,2,12.902878506296263,15.754833237173354,3.3833748535281036,3.311911003204713,3.0805662075715334,8.249894445301756
11,2,13.438979968259382,15.946349201506862,3.425914319366535,3.6013041442830276,3.329937039092847,8.38157093440577
12,2,13.881444216488802,16.03671969273824,3.822939962779624,3.624228227023027,3.4821852536235203,8.6450105460915
13,2,14.239807551305699,16.054506165467856,4.11920684963783,4.065552316625889,3.9827470712127377,8.712199089723958
14,2,14.523188362083712,16.025472646596455,4.248026257487506,3.8607290491372823,3.800055244348398,8.938970912152568
15,2,14.74028567114501,15.972591299302017,4.389967764229887,4.377320593463892,4.2763863327683,9.035442866651604
16,2,14.899378089274101,15.916051612855966,4.552220159235087,4.432768253474584,4.4096699222668745,9.113517758963791
17,2,15.008323182849367,15.873273218278712,4.650207823434508,4.18422666459378,4.522393055502949,9.280304119558183
18,2,15.074557252592363,15.858922329834463,4.516180438563847,4.337141309984875,4.597248389919663,9.160701764231819
19,2,15.10509552393485,15.884931812365338,4.508491770666178,4.369442205515397,4.667562556602693,9.411450663755092
20,2,15.106532749003513,15.960524874464824,4.826200465321894,4.80936877618142,4.476629055672352,9.690576883836654
21,2,15.085044220222503,16.0922423874906,4.845794153586647,4.849768939717218,4.854649324898424,9.715854720290585
22,2,15.046387195533654,16.28397383041664,5.068321310143374,5.071349962241783,4.63685119862551,9.389431250614516
23,2,14.99590273523446,16.536991860524523,4.9938972884512145,4.882202794060021,4.803856553411894,9.497322839698665
24,2,14.938517950433763,16.849990509934315,5.301375573650813,5.230636217024927,4.866542501593712,9.620281114988254
25,2,14.87874866312523,17.219127007974492,5.019784763522128,5.132237674776339,4.939192989421036,9.857951086091482
26,2,14.820702477878548,17.638067229391396,5.182516575679772,4.882656479064927,4.8656137050445025,9.612802478900228
27,2,14.768082265148294,18.098034768397852,5.190382776636621,5.174248582317186,4.906630262076506,9.783403678592508
28,2,14.724190056200655,18.58786363856119,5.4238485201359765,4.979078497950683,4.808792776150901,9.436111298464487
29,2,14.691931349657814,19.094054598530548,5.528945666767095,5.32202982211548,4.760570419155957,9.734504153093967
30,2,14.673819829660033,19.600835103603572,5.338723364789927,5.162254540162403,4.795151273593984,9.756057967659943
31,2,14.671982495645636,20.090222883132242,5.5947506280849755,5.521450507058241,4.432142134159781,9.787256067149839
32,2,14.688165203748454,20.542093143768255,5.841088994733342,5.355378247295875,4.745885197071071,9.302754246825456
33,2,14.723738619813389,20.93424939854762,5.778737113345105,5.361750327831938,4.487040219463097,9.444571531076496
34,2,14.779704584029318,21.242497921814476,5.898266006515923,5.780150098827656,4.413932308779038,9.295663952155993
35,2,14.856702887179992,21.440725829984387,5.989870960028752,5.5621055318272425,4.411420544988968,9.093743749632178
36,2,14.955018458512598,21.500982788146814,5.999602580166933,5.8590786184871035,4.232143697341444,9.189378592520528
37,2,15.074588965224109,21.393566342507,5.806599324865608,5.551018021863266,4.102382497378174,8.924342511704822
38,2,15.215012823565203,21.08711087866712,6.0239252289902,5.912358628791423,4.219869867268281,9.04018254912416
39,2,15.375557621562123,20.548680205746933,5.9260575732544485,5.9517370245178105,3.9231606505064773,8.846486758406114
40,2,15.555168953356173,19.74386376634331,6.288140061769688,6.024630616327414,4.015285407944172,8.5266841054405
41,2,15.752479665160962,18.63687647232959,6.284942844627217,6.309398789427714,3.390064410496487,8.06170556868268
42,2,15.965819512837427,17.19066216649398,6.505076984403866,6.1773839751245,3.487783565777183,7.81657101141025
43,2,16.1932252310865,15.367000710017095,6.576026915002612,6.388177875857323,3.129256390373002,7.7305927753254124
44,2,16.43245101425964,13.126618695789546,6.6548458966015565,6.700490697662284,2.8810393701844412,7.22514287722899
45,2,16.680979408786953,10.429303787567335,7.057643362958125,6.564714130628564,2.442475332687305,6.965711943537487
46,2,16.936032617223134,7.234022684969375,7.273531639078671,7.025151832156486,2.2148426433853903,6.416364585108841
47,2,17.194584213911327,3.4990427143101783,7.399394108237725,6.9391119207559075,1.5267517762651892,5.409481971113493
48,2,17.45337127226435,1.3763155728088932,7.230197382618782,7.052803849444317,1.1891366771143446,4.6977127960589975
49,2,17.708906903663745,2.4228360741843518,7.621924803053911,6.963638085830844,1.1502050995255315,3.8157874142111052
50,2,17.957493207976995,2.779661131619485,7.8161129749133895,7.571204408343476,0.8489293936478175,3.387156922639762
51,2,18.195234635691975,1.7560726103087818,8.110847371653657,7.4636472970950205,0.29302734750736953,2.760530219274788
52,2,18.418051761669233,2.964923813260301,8.3603489620809,7.424631329789988,0.637365419730076,2.203000303653142
53,2,18.621695470512208,0.03685116996900695,8.283944103058706,7.611738516099774,0.5804544525189511,2.09429709116877
54,2,18.801761553554968,0.8687211048430058,8.404688027364742,7.530658397312773,0.1980760576540665,2.183836111505511
55,2,18.95370571746807,2.4681469405432925,8.807728385048005,7.564036110023265,0.5491490267630426,2.2808981272427733
56,2,19.0728590044815,0.4888287738452749,8.832292880710344,7.689759473762338,0.7006911587066733,2.418271279486426
57,2,19.154443624225905,2.7778813419858244,8.934922402100515,7.409769865430472,0.7252049289659472,2.6258900562989265
58,2,19.193589197191386,2.4658541194756194,9.231380445504989,7.721666853332272,0.7205322823202308,3.0977250788207584
59,2,19.18534940980419,1.591113801307178,9.45179396911247,7.610253660706475,0.5003969717284835,3.5135254520839636
60,2,19.12471908112036,2.471774284791182,9.692597520825238,7.253410278507585,0.7995666973578273,3.721938870031747
61,2,19.006651641138717,1.0291728287038735,10.086884066183906,6.9191238393409025,1.1083377149551954,3.9886782039307547
62,2,18.826077020729883,0.361317407372032,10.400770686400787,6.669314665820281,1.0029217054672925,4.377981447175056
63,2,18.577919953183482,1.2834210658542098,10.671274000447365,6.510308204695654,1.0593738798013936,4.453438461678891
64,2,18.257118687374657,1.4300848323407378,10.561880714788673,6.067207786101363,1.182822901272601,4.973448657592004
65,2,17.85864411254562,1.2466231834607904,11.156195223214995,5.808404599496778,1.4711433177965625,5.1882004439032885
66,2,17.37751929470693,2.184797330454805,11.3350365226527,5.467994379567375,1.742828078220375,5.368678554321334
67,2,16.80883942465607,2.3253903817385915,11.203836782266034,4.839770705462998,1.6463224970169237,5.6136192379567955
68,2,16.14779217761361,2.205980882981163,11.529142967046386,4.313385985851018,1.9406665781664754,5.645100504076066
69,2,15.389678484476349,2.82177763587031,11.764351816486018,3.8834613013918475,1.67390068432157,5.6062903781499775
70,2,14.529933714690515,0.7636271142737271,11.914157546201675,3.892801116417348,1.9797177724995143,5.764374490795398
71,2,13.564149270739165,1.6134565219152046,12.32599836293266,3.1055371560781637,1.7059527536209944,5.96919963831846
72,2,12.488094594251152,2.454887896375495,12.336118967545268,3.1048854713729583,1.5710950229441432,5.832638303826634
73,2,11.297739583724763,1.5936932500462668,12.62850407886296,2.8915142645074874,1.8342117468700159,5.567778819486625
74,2,9.989277423870647,1.9315064726897968,12.53468664075574,2.155305781679231,1.3570554633206198,5.553907200105455
75,2,8.559147826572541,2.5783732869768725,13.024744690036087,2.0935837872279537,1.760047673278202,5.07192129159356
76,2,7.004060683464786,1.558025341301389,12.718239866135427,2.02712034698216,1.5351703127136402,5.032918897039074
77,2,5.321020130128375,2.681626694408602,13.119490168227593,1.4795288420730022,1.287418305230975,4.769041901974907
78,2,3.5073490219047017,1.8851544236924558,13.046048863229146,1.6451123444276026,1.437064680017682,4.420537720362734
79,2,1.5607138213260328,2.7718194912910024,12.983765383509901,1.4702198222557774,1.057238118865062,4.3757188536196185
80,2,2.1939197761977898,1.0737354852649932,12.593548687096321,1.2656745328022603,0.9289152974063231,4.137435993069464
81,2,1.5868578960819102,1.8624981913038245,12.348764756979008,1.1393144360350687,0.9931726782417913,3.866182603755642
82,2,1.982674451801506,1.7806630659302658,12.454002242595188,0.9983682566389223,1.1139882848679843,3.8021324119361024
83,2,2.103958078526751,1.223853311068098,11.819772954521172,1.4259072020255434,0.862616307516324,3.7326009139166243
84,2,0.03643055743820478,0.06968576994428588,11.665919542722413,1.065585556714388,1.1433561203371605,3.7731616070294036
85,2,1.4433665649498533,2.8234115668661848,11.467527690240685,1.0475600603619448,1.1948512734990464,4.0997361945426185
86,2,0.9057527943891199,1.4844292312745502,10.950139106013266,1.113662623200711,1.1087149604378213,4.187433418271592
87,2,0.9400667485046565,0.9812888461224742,10.550821564419492,1.3849286549183573,0.8585305862141228,4.205658723286639
88,2,2.3282925244963524,2.2498295506894856,9.907587967194573,1.6719354424261417,1.3389313086050394,4.230826959772011
89,2,0.2794200476320836,2.7874817799035507,9.372221594504424,1.6644971645002726,1.2793026724193546,4.719021346298045
90,2,1.941124172214673,0.5248976677453174,9.252563782324476,1.4885615177812894,1.094283014879043,5.004936454294822
91,2,0.8027744490444448,1.5229582635670131,8.43405937080577,1.9625252834963056,1.2708098972031134,4.989222213522953
92,2,1.0078621533108052,2.042947029372726,7.764481408237207,1.7549289477195122,1.5962979123508192,4.869427767604552
93,2,0.32357480749791756,1.2614111936882653,7.639460120135365,2.162756792902672,1.3014747430500946,5.163169451707786
94,2,1.4759403091383991,0.6548398086666366,6.990959548204192,2.0870762884781007,1.7665246374937567,5.06587976558394
95,2,2.816599923399958,1.6885224934241787,6.502312518508014,2.1652267891981802,1.715382638307018,5.151613807047366
96,2,1.5082432082920985,0.48793587294541274,5.5672897328318625,2.2998959135222714,1.7570157061109362,5.351787037562358
97,2,1.5959254179318556,0.5002250072724403,5.47204312578957,2.3929462755390847,1.6004132799396076,5.642919775197543
98,2,0.3288170138235045,1.0278736085330422,4.839625198237999,2.362443776020707,1.8855384974679792,5.698586268413921
99,2,2.881535985773821,2.784048644550171,3.987053555576499,2.3391263666260063,1.8983280214938107,5.541783770320091
100,2,0.8664904477169673,2.786605101224782,4.006766724902717,2.4274428793496052,1.5786237469444102,5.497583616522835
101,2,2.60973967944156,0.4394171350239803,3.4570130099709466,2.2473300262065883,1.556757404933131,5.9791426305815385
102,2,2.509005313093925,1.9917406381797038,3.0605638481642594,2.333362272562314,1.6695261406326396,5.568637139164371
103,2,2.9185209618215664,0.18924828485797374,2.699145980256101,2.01484313728408,1.6285368562010683,5.3834247436686145
104,2,1.2344935726921862,0.462080005654687,2.385296834114137,2.0528944281027672,1.6412348012874687,5.105295322425521
105,2,0.7209613858845391,2.2695471203460245,2.0927051633680147,2.0970638415298857,1.2396618863890498,5.094637443410371
106,2,2.0516587135144455,2.78822110153474,2.1957077428807024,1.574730933326029,1.2428900936649145,4.9901145831999
107,2,1.2912237650574643,1.7186103143166387,1.5914665784128317,1.7487946907691665,1.1463848397289014,4.775341286561485
108,2,1.372565623863127,0.7487576650418007,1.7540120376783603,1.7081245293524248,1.3999898035675196,4.4553801938780095
109,2,2.3873052995039887,2.4724250598131685,1.7474830784420097,1.280047896958579,1.2562505338665795,4.57476305446091
110,2,1.4412435485114243,0.8000657848606108,1.293343564305992,1.0489292190354402,0.9067528394282478,3.877493884981871
111,2,1.5402810564580864,0.05825668331446776,1.0610652913442804,1.29536022777092,0.9805243864954385,3.746706633772471
112,2,0.24534379564375786,1.976655650727169,1.302318157916003,0.9417851993041109,0.8768932120285154,3.7402468329875527
113,2,0.8126650154551717,0.14464194524636265,1.0914141560657102,0.8168634841062714,0.8813554964998098,3.3933347228061197
114,2,2.3822326081597156,0.9146721599785553,1.1655118748375797,0.692586596323282,0.7010813069266105,3.351446912541079
115,2,2.783075668696362,2.377070097490209,0.992069536506186,0.990790509456647,0.4792125623180167,2.832450826470955
116,2,1.500226475871388,1.4041997891791924,0.6941212562133372,0.8617027020067043,0.6383779966374202,2.61822104285028
